,YEAR,PLAYER,PLAYER HH,DIFF,REAL VALUE,SALARY,Games played,,
Robert Williams III 2021-22,2021-22,Robert Williams III,Robert Williams,"$9,831,138","$13,493,114","$3,661,976",78,U,BOS
Buddy Hield 2018-19,2018-19,Buddy Hield,Buddy Hield,"$9,814,590","$13,648,350","$3,833,760",82,U,SAC
Eric Gordon 2010-11,2010-11,Eric Gordon,Eric Gordon,"$9,806,831","$12,823,511","$3,016,680",56,U,LAC
Derrick Rose 2018-19,2018-19,Derrick Rose,Derrick Rose,"$9,803,025","$11,979,285","$2,176,260",51,U,MIN
Boris Diaw 2005-06,2005-06,Boris Diaw,Boris Diaw,"$9,774,255","$10,948,455","$1,174,200",101,U,PHX
Chauncey Billups 2006-07,2006-07,Chauncey Billups,Chauncey Billups,"$9,765,312","$16,129,712","$6,364,400",86,U,DET
Caris LeVert 2019-20,2019-20,Caris LeVert,Caris LeVert,"$9,760,694","$12,386,411","$2,625,717",49,U,BKN
LaMarcus Aldridge 2008-09,2008-09,LaMarcus Aldridge,LaMarcus Aldridge,"$9,752,096","$14,383,496","$4,631,400",87,U,POR
Draymond Green 2014-15,2014-15,Draymond Green,Draymond Green,"$9,746,518","$10,661,761","$915,243",100,U,GSW
Vince Carter 1999-00,1999-00,Vince Carter,Vince Carter,"$9,742,246","$12,009,526","$2,267,280",85,U,TOR
Vince Carter 2001-02,2001-02,Vince Carter,Vince Carter,"$9,727,752","$12,800,784","$3,073,032",60,U,TOR
LaMelo Ball 2021-22,2021-22,LaMelo Ball,LaMelo Ball,"$9,717,968","$17,949,728","$8,231,760",76,U,CHA
Ryan Anderson 2011-12,2011-12,Ryan Anderson,Ryan Anderson,"$9,712,578","$11,957,179","$2,244,601",66,U,ORL
Yao Ming 2005-06,2005-06,Yao Ming,Yao Ming,"$9,708,486","$15,303,392","$5,594,906",57,U,HOU
Montrezl Harrell 2019-20,2019-20,Montrezl Harrell,Montrezl Harrell,"$9,686,814","$15,686,814","$6,000,000",76,U,LAC
Eric Gordon 2011-12,2011-12,Eric Gordon,Eric Gordon,"$9,566,674","$13,397,858","$3,831,184",9,U,NOP
Jeremy Lin 2011-12,2011-12,Jeremy Lin,Jeremy Lin,"$9,566,113","$10,328,308","$762,195",35,U,NYK
Kevin Martin 2006-07,2006-07,Kevin Martin,Kevin Martin,"$9,547,069","$10,549,909","$1,002,840",80,U,SAC
Al Jefferson 2007-08,2007-08,Al Jefferson,Al Jefferson,"$9,537,155","$12,018,040","$2,480,885",82,U,MIN
Nikola Vucevic 2018-19,2018-19,Nikola Vucevic,Nikola Vucevic,"$9,526,254","$22,276,254","$12,750,000",85,U,ORL
Jarrett Allen 2019-20,2019-20,Jarrett Allen,Jarrett Allen,"$9,511,926","$11,888,766","$2,376,840",74,U,BKN
Shawn Marion 2000-01,2000-01,Shawn Marion,Shawn Marion,"$9,493,471","$11,155,711","$1,662,240",83,U,PHX
Russell Westbrook 2009-10,2009-10,Russell Westbrook,Russell Westbrook,"$9,438,655","$13,194,295","$3,755,640",88,U,OKC
Gilbert Arenas 2002-03,2002-03,Gilbert Arenas,Gilbert Arenas,"$9,404,853","$9,917,288","$512,435",82,U,GSW
De'Aaron Fox 2018-19,2018-19,De'Aaron Fox,De'Aaron Fox,"$9,404,780","$14,875,700","$5,470,920",81,U,SAC
Karl Malone 1997-98,1997-98,Karl Malone,Karl Malone,"$9,396,198","$14,514,776","$5,118,578",101,U,UTA
Aaron Brooks 2009-10,2009-10,Aaron Brooks,Aaron Brooks,"$9,365,788","$10,484,308","$1,118,520",82,U,HOU
Dennis Schroder 2016-17,2016-17,Dennis Schroder,Dennis Schroeder,"$9,354,031","$12,062,613","$2,708,582",85,U,ATL
Allen Iverson 2005-06,2005-06,Allen Iverson,Allen Iverson,"$9,323,672","$25,776,797","$16,453,125",72,U,PHI
Carlos Boozer 2003-04,2003-04,Carlos Boozer,Carlos Boozer,"$9,319,607","$9,883,286","$563,679",75,U,CLE
Joel Embiid 2021-22,2021-22,Joel Embiid,Joel Embiid,"$9,314,761","$40,894,151","$31,579,390",78,U,PHI
Elton Brand 2001-02,2001-02,Elton Brand,Elton Brand,"$9,309,732","$13,192,092","$3,882,360",80,U,LAC
Gilbert Arenas 2006-07,2006-07,Gilbert Arenas,Gilbert Arenas,"$9,302,659","$20,399,459","$11,096,800",74,U,WAS
Isaiah Thomas 2015-16,2015-16,Isaiah Thomas,Isaiah Thomas,"$9,294,105","$16,206,974","$6,912,869",88,U,BOS
Allen Iverson 1998-99,1998-99,Allen Iverson,Allen Iverson,"$9,231,392","$12,768,392","$3,537,000",56,U,PHI
Kawhi Leonard 2015-16,2015-16,Kawhi Leonard,Kawhi Leonard,"$9,218,379","$25,625,879","$16,407,500",82,U,SAS
Sam Cassell 2003-04,2003-04,Sam Cassell,Sam Cassell,"$9,214,246","$14,276,746","$5,062,500",97,U,MIN
Steve Nash 2006-07,2006-07,Steve Nash,Steve Nash,"$9,198,266","$19,698,266","$10,500,000",87,U,PHX
Andrew Bynum 2007-08,2007-08,Andrew Bynum,Andrew Bynum,"$9,159,688","$11,331,688","$2,172,000",35,U,LAL
Kawhi Leonard 2013-14,2013-14,Kawhi Leonard,Kawhi Leonard,"$9,136,986","$11,128,746","$1,991,760",89,U,SAS
Josh Howard 2005-06,2005-06,Josh Howard,Josh Howard,"$9,126,979","$10,050,859","$923,880",82,U,DAL
Michael Jordan 1995-96,1995-96,Michael Jordan,Michael Jordan,"$9,108,180","$12,958,180","$3,850,000",100,U,CHI
Andre Drummond 2015-16,2015-16,Andre Drummond,Andre Drummond,"$9,101,289","$12,373,379","$3,272,090",85,U,DET
Kevin Durant 2008-09,2008-09,Kevin Durant,Kevin Durant,"$9,099,186","$13,583,226","$4,484,040",74,U,OKC
Dirk Nowitzki 2006-07,2006-07,Dirk Nowitzki,Dirk Nowitzki,"$9,076,968","$24,178,593","$15,101,625",84,U,DAL
Joel Embiid 2020-21,2020-21,Joel Embiid,Joel Embiid,"$9,024,224","$38,566,234","$29,542,010",62,U,PHI
Baron Davis 2001-02,2001-02,Baron Davis,Baron Davis,"$9,022,891","$12,142,291","$3,119,400",91,U,CHA
LeBron James 2016-17,2016-17,LeBron James,LeBron James,"$9,019,233","$39,982,683","$30,963,450",92,U,CLE
Kevin Durant 2016-17,2016-17,Kevin Durant,Kevin Durant,"$9,003,630","$35,543,730","$26,540,100",77,U,GSW
Devin Harris 2008-09,2008-09,Devin Harris,Devin Harris,"$8,952,115","$16,752,115","$7,800,000",69,U,BKN
Kevin Durant 2017-18,2017-18,Kevin Durant,Kevin Durant,"$8,949,168","$33,949,168","$25,000,000",89,U,GSW
Jrue Holiday 2012-13,2012-13,Jrue Holiday,Jrue Holiday,"$8,934,493","$11,609,344","$2,674,851",78,U,PHI
Mikal Bridges 2020-21,2020-21,Mikal Bridges,Mikal Bridges,"$8,905,826","$13,264,826","$4,359,000",94,U,PHX
Spencer Dinwiddie 2018-19,2018-19,Spencer Dinwiddie,Spencer Dinwiddie,"$8,894,606","$10,550,698","$1,656,092",73,U,BKN
Elton Brand 2005-06,2005-06,Elton Brand,Elton Brand,"$8,892,302","$22,044,302","$13,152,000",91,U,LAC
Jabari Parker 2016-17,2016-17,Jabari Parker,Jabari Parker,"$8,886,825","$14,261,145","$5,374,320",51,U,MIL
Pau Gasol 2014-15,2014-15,Pau Gasol,Pau Gasol,"$8,877,481","$16,005,481","$7,128,000",88,U,CHI
Larry Hughes 2004-05,2004-05,Larry Hughes,Larry Hughes,"$8,866,110","$14,321,310","$5,455,200",71,U,WAS
Josh Smith 2007-08,2007-08,Josh Smith,Josh Smith,"$8,837,701","$11,081,244","$2,243,543",88,U,ATL
Jason Terry 2002-03,2002-03,Jason Terry,Jason Terry,"$8,832,089","$10,986,023","$2,153,934",81,U,ATL
Will Barton 2017-18,2017-18,Will Barton,Will Barton,"$8,802,955","$12,336,288","$3,533,333",81,U,DEN
Dirk Nowitzki 2004-05,2004-05,Dirk Nowitzki,Dirk Nowitzki,"$8,789,500","$21,374,188","$12,584,688",91,U,DAL
Kyle Lowry 2013-14,2013-14,Kyle Lowry,Kyle Lowry,"$8,781,025","$14,991,025","$6,210,000",86,U,TOR
Montrezl Harrell 2018-19,2018-19,Montrezl Harrell,Montrezl Harrell,"$8,773,913","$14,773,913","$6,000,000",88,U,LAC
Richaun Holmes 2020-21,2020-21,Richaun Holmes,Richaun Holmes,"$8,756,000","$13,761,350","$5,005,350",61,U,SAC
Devonte' Graham 2020-21,2020-21,Devonte' Graham,Devonte Graham,"$8,751,988","$10,415,849","$1,663,861",56,U,CHA
Derrick Rose 2009-10,2009-10,Derrick Rose,Derrick Rose,"$8,741,310","$13,925,790","$5,184,480",83,U,CHI
Chris Paul 2009-10,2009-10,Chris Paul,Chris Paul,"$8,736,780","$22,257,280","$13,520,500",45,U,NOP
Kemba Walker 2013-14,2013-14,Kemba Walker,Kemba Walker,"$8,707,352","$11,417,072","$2,709,720",77,U,CHA
Karl Malone 1998-99,1998-99,Karl Malone,Karl Malone,"$8,700,807","$14,842,807","$6,142,000",60,U,UTA
James Harden 2011-12,2011-12,James Harden,James Harden,"$8,657,163","$13,261,923","$4,604,760",82,U,OKC
David West 2006-07,2006-07,David West,David West,"$8,655,551","$10,707,489","$2,051,938",52,U,NOP
Tony Parker 2004-05,2004-05,Tony Parker,Tony Parker,"$8,651,613","$10,197,054","$1,545,441",103,U,SAS
Keldon Johnson 2021-22,2021-22,Keldon Johnson,Keldon Johnson,"$8,650,663","$10,796,383","$2,145,720",76,U,SAS
Jose Calderon 2007-08,2007-08,Jose Calderon,Jose Calderon,"$8,596,929","$11,068,533","$2,471,604",87,U,TOR
Gary Harris 2016-17,2016-17,Gary Harris,Gary Harris,"$8,595,621","$10,251,501","$1,655,880",57,U,DEN
Steve Nash 2005-06,2005-06,Steve Nash,Steve Nash,"$8,583,278","$18,208,278","$9,625,000",99,U,PHX
Lou Williams 2018-19,2018-19,Lou Williams,Louis Williams,"$8,579,497","$16,579,497","$8,000,000",81,U,LAC
Deron Williams 2006-07,2006-07,Deron Williams,Deron Williams,"$8,563,402","$12,312,442","$3,749,040",97,U,UTA
D'Angelo Russell 2018-19,2018-19,D'Angelo Russell,D'Angelo Russell,"$8,561,066","$15,580,764","$7,019,698",86,U,BKN
Kyle Kuzma 2018-19,2018-19,Kyle Kuzma,Kyle Kuzma,"$8,542,063","$10,231,903","$1,689,840",70,U,LAL
Clint Capela 2016-17,2016-17,Clint Capela,Clint Capela,"$8,539,299","$9,835,539","$1,296,240",76,U,HOU
Stephen Curry 2010-11,2010-11,Stephen Curry,Stephen Curry,"$8,538,925","$11,452,765","$2,913,840",74,U,GSW
Peja Stojakovic 2000-01,2000-01,Peja Stojakovic,Predrag Stojakovic,"$8,535,305","$10,015,305","$1,480,000",83,U,SAC
Damian Lillard 2019-20,2019-20,Damian Lillard,Damian Lillard,"$8,522,409","$38,324,730","$29,802,321",71,U,POR
James Harden 2019-20,2019-20,James Harden,James Harden,"$8,519,581","$46,718,581","$38,199,000",80,U,HOU
Frank Kaminsky 2021-22,2021-22,Frank Kaminsky,Frank Kaminsky,"$8,504,805","$10,594,253","$2,089,448",9,U,PHX
Tayshaun Prince 2004-05,2004-05,Tayshaun Prince,Tayshaun Prince,"$8,487,282","$9,526,242","$1,038,960",107,U,DET
Al Horford 2009-10,2009-10,Al Horford,Al Horford,"$8,470,062","$12,777,702","$4,307,640",92,U,ATL
Jason Terry 2001-02,2001-02,Jason Terry,Jason Terry,"$8,444,964","$10,134,324","$1,689,360",78,U,ATL
Zion Williamson 2019-20,2019-20,Zion Williamson,Zion Williamson,"$8,403,330","$18,160,770","$9,757,440",24,U,NOP
Kevin Love 2013-14,2013-14,Kevin Love,Kevin Love,"$8,394,484","$23,088,390","$14,693,906",77,U,MIN
Shawn Marion 2001-02,2001-02,Shawn Marion,Shawn Marion,"$8,385,422","$10,163,582","$1,778,160",81,U,PHX
Tony Parker 2003-04,2003-04,Tony Parker,Tony Parker,"$8,376,777","$9,232,977","$856,200",85,U,SAS
Marc Gasol 2009-10,2009-10,Marc Gasol,Marc Gasol,"$8,376,388","$11,616,388","$3,240,000",69,U,MEM
Leandro Barbosa 2006-07,2006-07,Leandro Barbosa,Leandro Barbosa,"$8,361,764","$10,041,497","$1,679,733",91,U,PHX
Karl Malone 1996-97,1996-97,Karl Malone,Karl Malone,"$8,360,281","$13,017,281","$4,657,000",102,U,UTA
Russell Westbrook 2012-13,2012-13,Russell Westbrook,Russell Westbrook,"$8,352,389","$22,021,139","$13,668,750",84,U,OKC
David Lee 2008-09,2008-09,David Lee,David Lee,"$8,339,592","$10,127,625","$1,788,033",81,U,NYK
Lance Stephenson 2013-14,2013-14,Lance Stephenson,Lance Stephenson,"$8,324,649","$9,305,998","$981,349",97,U,IND
Dario Saric 2017-18,2017-18,Dario Saric,Dario Saric,"$8,308,789","$10,731,349","$2,422,560",88,U,PHI
James Harden 2013-14,2013-14,James Harden,James Harden,"$8,284,081","$21,952,831","$13,668,750",79,U,HOU
Kyle Lowry 2015-16,2015-16,Kyle Lowry,Kyle Lowry,"$8,282,473","$20,282,473","$12,000,000",97,U,TOR
Kendrick Nunn 2020-21,2020-21,Kendrick Nunn,Kendrick Nunn,"$8,279,685","$9,943,546","$1,663,861",60,U,MIA
Nikola Vucevic 2014-15,2014-15,Nikola Vucevic,Nikola Vucevic,"$8,275,246","$11,178,003","$2,902,757",74,U,ORL
Chandler Parsons 2012-13,2012-13,Chandler Parsons,Chandler Parsons,"$8,271,227","$9,159,477","$888,250",82,U,HOU
Myles Turner 2016-17,2016-17,Myles Turner,Myles Turner,"$8,230,420","$10,610,860","$2,380,440",85,U,IND
Steve Nash 2004-05,2004-05,Steve Nash,Steve Nash,"$8,221,426","$16,971,426","$8,750,000",90,U,PHX
Deandre Ayton 2019-20,2019-20,Deandre Ayton,Deandre Ayton,"$8,204,335","$17,767,255","$9,562,920",38,U,PHX
Tayshaun Prince 2005-06,2005-06,Tayshaun Prince,Tayshaun Prince,"$8,193,058","$9,956,173","$1,763,115",100,U,DET
Pau Gasol 2003-04,2003-04,Pau Gasol,Pau Gasol,"$8,163,188","$10,781,583","$2,618,395",82,U,MEM
Tony Parker 2008-09,2008-09,Tony Parker,Tony Parker,"$8,155,342","$19,705,342","$11,550,000",77,U,SAS
Brook Lopez 2009-10,2009-10,Brook Lopez,Brook Lopez,"$8,147,819","$10,373,699","$2,225,880",82,U,BKN
Caron Butler 2007-08,2007-08,Caron Butler,Caron Butler,"$8,140,165","$16,359,155","$8,218,990",64,U,WAS
Paul Millsap 2008-09,2008-09,Paul Millsap,Paul Millsap,"$8,127,311","$8,924,892","$797,581",81,U,UTA
Dejounte Murray 2021-22,2021-22,Dejounte Murray,Dejounte Murray,"$8,115,551","$23,544,431","$15,428,880",69,U,SAS
Joel Embiid 2016-17,2016-17,Joel Embiid,Joel Embiid,"$8,111,255","$12,937,415","$4,826,160",31,U,PHI
Tim Duncan 2003-04,2003-04,Tim Duncan,Tim Duncan,"$8,100,700","$20,776,825","$12,676,125",79,U,SAS
Jamal Murray 2017-18,2017-18,Jamal Murray,Jamal Murray,"$8,076,219","$11,431,539","$3,355,320",81,U,DEN
Chris Paul 2011-12,2011-12,Chris Paul,Chris Paul,"$8,056,928","$24,416,733","$16,359,805",71,U,LAC
David West 2005-06,2005-06,David West,David West,"$8,042,312","$9,376,472","$1,334,160",74,U,NOP
Walt Lemon Jr. 2018-19,2018-19,Walt Lemon Jr.,Walter Lemon Jr,"$8,012,042","$8,188,292","$176,250",6,U,CHI
Greivis Vasquez 2012-13,2012-13,Greivis Vasquez,Greivis Vasquez,"$8,006,568","$9,197,808","$1,191,240",78,U,NOP
DeMar DeRozan 2015-16,2015-16,DeMar DeRozan,DeMar DeRozan,"$7,993,156","$17,493,156","$9,500,000",98,U,TOR
Eddie Jones 1999-00,1999-00,Eddie Jones,Eddie Jones,"$7,989,684","$10,489,684","$2,500,000",76,U,CHA
Greg Monroe 2011-12,2011-12,Greg Monroe,Greg Monroe,"$7,962,515","$10,970,435","$3,007,920",66,U,DET
Elton Brand 2002-03,2002-03,Elton Brand,Elton Brand,"$7,953,025","$12,848,681","$4,895,656",62,U,LAC
Joe Johnson 2004-05,2004-05,Joe Johnson,Joe Johnson,"$7,947,693","$10,306,647","$2,358,954",91,U,PHX
Jarrett Allen 2020-21,2020-21,Jarrett Allen,Jarrett Allen,"$7,933,662","$11,843,564","$3,909,902",63,U,"BKN, CLE"
Damian Lillard 2012-13,2012-13,Damian Lillard,Damian Lillard,"$7,876,770","$10,941,810","$3,065,040",82,U,POR
Andre Ingram 2017-18,2017-18,Andre Ingram,Andre Ingram,"$7,872,276","$7,918,355","$46,079",2,U,LAL
Kawhi Leonard 2012-13,2012-13,Kawhi Leonard,Kawhi Leonard,"$7,862,773","$9,724,693","$1,861,920",79,U,SAS
Chauncey Billups 2004-05,2004-05,Chauncey Billups,Chauncey Billups,"$7,843,168","$13,298,368","$5,455,200",105,U,DET
Michael Redd 2003-04,2003-04,Michael Redd,Michael Redd,"$7,841,456","$10,841,456","$3,000,000",87,U,MIL
Kyrie Irving 2012-13,2012-13,Kyrie Irving,Kyrie Irving,"$7,836,434","$13,366,514","$5,530,080",59,U,CLE
Jimmy Butler 2013-14,2013-14,Jimmy Butler,Jimmy Butler,"$7,829,654","$9,003,734","$1,174,080",72,U,CHI
Andrew Wiggins 2016-17,2016-17,Andrew Wiggins,Andrew Wiggins,"$7,828,114","$13,834,714","$6,006,600",82,U,MIN
Steve Francis 2001-02,2001-02,Steve Francis,Steve Francis,"$7,814,004","$11,287,524","$3,473,520",57,U,HOU
Bobby Simmons 2004-05,2004-05,Bobby Simmons,Bobby Simmons,"$7,806,362","$8,631,362","$825,000",75,U,LAC
Zach LaVine 2016-17,2016-17,Zach LaVine,Zach LaVine,"$7,803,391","$10,044,271","$2,240,880",47,U,MIN
Jalen Brunson 2020-21,2020-21,Jalen Brunson,Jalen Brunson,"$7,799,467","$9,463,328","$1,663,861",75,U,DAL
Deandre Ayton 2020-21,2020-21,Deandre Ayton,Deandre Ayton,"$7,786,276","$17,804,476","$10,018,200",91,U,PHX
John Wall 2012-13,2012-13,John Wall,John Wall,"$7,785,777","$13,701,657","$5,915,880",49,U,WAS
Deron Williams 2009-10,2009-10,Deron Williams,Deron Williams,"$7,774,137","$20,098,037","$12,323,900",86,U,UTA
Andre Drummond 2013-14,2013-14,Andre Drummond,Andre Drummond,"$7,772,731","$10,235,131","$2,462,400",81,U,DET
Goran Dragic 2013-14,2013-14,Goran Dragic,Goran Dragic,"$7,769,075","$15,269,075","$7,500,000",76,U,PHX
Danny Granger 2007-08,2007-08,Danny Granger,Danny Granger,"$7,758,435","$9,275,235","$1,516,800",80,U,IND
Myles Turner 2018-19,2018-19,Myles Turner,Myles Turner,"$7,743,250","$11,038,244","$3,294,994",78,U,IND
DeMarcus Cousins 2016-17,2016-17,DeMarcus Cousins,DeMarcus Cousins,"$7,723,651","$23,480,089","$15,756,438",72,U,"NOP, SAC"
Amar'e Stoudemire 2003-04,2003-04,Amar'e Stoudemire,Amare Stoudemire,"$7,701,256","$9,600,976","$1,899,720",55,U,PHX
Christian Wood 2019-20,2019-20,Christian Wood,Christian Wood,"$7,693,536","$9,338,893","$1,645,357",62,U,DET
Buddy Hield 2019-20,2019-20,Buddy Hield,Buddy Hield,"$7,686,838","$12,548,045","$4,861,207",72,U,SAC
Josh Smith 2006-07,2006-07,Josh Smith,Josh Smith,"$7,681,560","$9,142,200","$1,460,640",72,U,ATL
Jrue Holiday 2011-12,2011-12,Jrue Holiday,Jrue Holiday,"$7,681,114","$9,422,554","$1,741,440",78,U,PHI
David Lee 2009-10,2009-10,David Lee,David Lee,"$7,665,167","$14,665,167","$7,000,000",81,U,NYK
Terry Rozier 2017-18,2017-18,Terry Rozier,Terry Rozier,"$7,649,768","$9,638,288","$1,988,520",99,U,BOS
T.J. Warren 2017-18,2017-18,T.J. Warren,TJ Warren,"$7,636,621","$10,789,551","$3,152,930",65,U,PHX
Dwight Howard 2008-09,2008-09,Dwight Howard,Dwight Howard,"$7,631,546","$21,389,546","$13,758,000",102,U,ORL
Jeff Teague 2011-12,2011-12,Jeff Teague,Jeff Teague,"$7,597,735","$9,177,655","$1,579,920",72,U,ATL
Mikal Bridges 2021-22,2021-22,Mikal Bridges,Mikal Bridges,"$7,597,029","$13,154,754","$5,557,725",95,U,PHX
Tim Duncan 2000-01,2000-01,Tim Duncan,Tim Duncan,"$7,594,301","$17,254,301","$9,660,000",95,U,SAS
OG Anunoby 2020-21,2020-21,OG Anunoby,OG Anunoby,"$7,587,335","$11,459,550","$3,872,215",43,U,TOR
Sam Cassell 2001-02,2001-02,Sam Cassell,Sam Cassell,"$7,566,733","$11,916,733","$4,350,000",74,U,MIL
Tony Parker 2002-03,2002-03,Tony Parker,Tony Parker,"$7,563,460","$8,363,860","$800,400",106,U,SAS
Jerry Stackhouse 2000-01,2000-01,Jerry Stackhouse,Jerry Stackhouse,"$7,562,841","$12,872,841","$5,310,000",80,U,DET
Blake Griffin 2012-13,2012-13,Blake Griffin,Blake Griffin,"$7,562,705","$14,789,596","$7,226,891",86,U,LAC
DeMarcus Cousins 2018-19,2018-19,DeMarcus Cousins,DeMarcus Cousins,"$7,552,128","$12,889,128","$5,337,000",38,U,GSW
Brandon Clarke 2019-20,2019-20,Brandon Clarke,Brandon Clarke,"$7,545,747","$10,024,587","$2,478,840",59,U,MEM
Rudy Gay 2009-10,2009-10,Rudy Gay,Rudy Gay,"$7,544,064","$10,825,061","$3,280,997",80,U,MEM
Hassan Whiteside 2014-15,2014-15,Hassan Whiteside,Hassan Whiteside,"$7,540,841","$8,316,032","$775,191",48,U,MIA
Jrue Holiday 2010-11,2010-11,Jrue Holiday,Jrue Holiday,"$7,524,773","$9,152,693","$1,627,920",87,U,PHI
Stephon Marbury 1998-99,1998-99,Stephon Marbury,Stephon Marbury,"$7,523,010","$10,085,010","$2,562,000",49,U,"BKN, MIN"
Kemba Walker 2012-13,2012-13,Kemba Walker,Kemba Walker,"$7,501,913","$10,034,873","$2,532,960",82,U,CHA
Rudy Gobert 2015-16,2015-16,Rudy Gobert,Rudy Gobert,"$7,488,256","$8,664,136","$1,175,880",61,U,UTA
Luke Kennard 2019-20,2019-20,Luke Kennard,Luke Kennard,"$7,478,929","$11,306,089","$3,827,160",28,U,DET
Zach Randolph 2004-05,2004-05,Zach Randolph,Zach Randolph,"$7,464,469","$8,968,741","$1,504,272",46,U,POR
Rajon Rondo 2007-08,2007-08,Rajon Rondo,Rajon Rondo,"$7,464,196","$8,693,476","$1,229,280",103,U,BOS
Serge Ibaka 2012-13,2012-13,Serge Ibaka,Serge Ibaka,"$7,449,854","$9,702,915","$2,253,061",91,U,OKC
LaMarcus Aldridge 2009-10,2009-10,LaMarcus Aldridge,LaMarcus Aldridge,"$7,448,974","$13,293,801","$5,844,827",84,U,POR
Steve Nash 2002-03,2002-03,Steve Nash,Steve Nash,"$7,442,540","$13,192,540","$5,750,000",102,U,DAL
Tyreke Evans 2009-10,2009-10,Tyreke Evans,Tyreke Evans,"$7,440,882","$11,050,962","$3,610,080",72,U,SAC
Julius Randle 2018-19,2018-19,Julius Randle,Julius Randle,"$7,425,148","$16,066,148","$8,641,000",73,U,NOP
Allen Iverson 2001-02,2001-02,Allen Iverson,Allen Iverson,"$7,418,962","$18,668,962","$11,250,000",65,U,PHI
Mike James (1975) 2005-06,2005-06,Mike James (1975),Mike James (1975),"$7,413,662","$10,823,662","$3,410,000",79,U,TOR
Mitchell Robinson 2019-20,2019-20,Mitchell Robinson,Mitchell Robinson,"$7,410,518","$8,970,230","$1,559,712",61,U,NYK
Brandon Clarke 2021-22,2021-22,Brandon Clarke,Brandon Clarke,"$7,397,688","$10,124,568","$2,726,880",76,U,MEM
Stephen Curry 2011-12,2011-12,Stephen Curry,Stephen Curry,"$7,397,136","$10,514,256","$3,117,120",26,U,GSW
Oshae Brissett 2020-21,2020-21,Oshae Brissett,Oshae Brissett,"$7,387,786","$8,643,279","$1,255,493",23,U,IND
Trae Young 2018-19,2018-19,Trae Young,Trae Young,"$7,385,234","$12,748,514","$5,363,280",81,U,ATL
Jeff Teague 2012-13,2012-13,Jeff Teague,Jeff Teague,"$7,382,761","$9,815,837","$2,433,076",86,U,ATL
Brook Lopez 2010-11,2010-11,Brook Lopez,Brook Lopez,"$7,355,360","$9,768,680","$2,413,320",82,U,BKN
JR Smith 2012-13,2012-13,JR Smith,JR Smith,"$7,351,882","$10,158,334","$2,806,452",91,U,NYK
Al Horford 2010-11,2010-11,Al Horford,Al Horford,"$7,332,470","$12,777,327","$5,444,857",89,U,ATL
Amar'e Stoudemire 2007-08,2007-08,Amar'e Stoudemire,Amare Stoudemire,"$7,330,522","$21,093,297","$13,762,775",84,U,PHX
Lauri Markkanen 2018-19,2018-19,Lauri Markkanen,Lauri Markkanen,"$7,321,861","$11,857,981","$4,536,120",52,U,CHI
Jason Richardson 2004-05,2004-05,Jason Richardson,Jason Richardson,"$7,320,310","$10,854,328","$3,534,018",72,U,GSW
Tracy McGrady 2000-01,2000-01,Tracy McGrady,Tracy McGrady,"$7,300,102","$16,960,102","$9,660,000",81,U,ORL
T.J. Warren 2019-20,2019-20,T.J. Warren,TJ Warren,"$7,280,101","$18,340,101","$11,060,000",71,U,IND
Karl-Anthony Towns 2015-16,2015-16,Karl-Anthony Towns,Karl-Anthony Towns,"$7,276,146","$12,979,746","$5,703,600",82,U,MIN
Pau Gasol 2002-03,2002-03,Pau Gasol,Pau Gasol,"$7,271,737","$10,465,417","$3,193,680",82,U,MEM
Ja Morant 2019-20,2019-20,Ja Morant,Ja Morant,"$7,266,889","$15,997,129","$8,730,240",68,U,MEM
Tyrese Haliburton 2020-21,2020-21,Tyrese Haliburton,Tyrese Haliburton,"$7,263,657","$11,095,497","$3,831,840",58,U,SAC
Ja Morant 2020-21,2020-21,Ja Morant,Ja Morant,"$7,259,679","$16,426,479","$9,166,800",70,U,MEM
Jason Kidd 1998-99,1998-99,Jason Kidd,Jason Kidd,"$7,241,129","$13,282,129","$6,041,000",53,U,PHX
Duncan Robinson 2019-20,2019-20,Duncan Robinson,Duncan Robinson,"$7,235,303","$8,652,155","$1,416,852",94,U,MIA
Brandon Jennings 2012-13,2012-13,Brandon Jennings,Brandon Jennings,"$7,226,422","$10,405,915","$3,179,493",84,U,MIL
Cameron Oliver 2021-22,2021-22,Cameron Oliver,Cameron Oliver,"$7,220,073","$7,305,651","$85,578",2,U,ATL
Robert Williams III 2020-21,2020-21,Robert Williams III,Robert Williams,"$7,216,489","$9,246,409","$2,029,920",56,U,BOS
Anthony Davis 2018-19,2018-19,Anthony Davis,Anthony Davis,"$7,202,772","$32,637,035","$25,434,263",56,U,NOP
Derrick White 2018-19,2018-19,Derrick White,Derrick White,"$7,190,032","$8,857,192","$1,667,160",74,U,SAS
Jarrett Allen 2018-19,2018-19,Jarrett Allen,Jarrett Allen,"$7,174,035","$9,208,155","$2,034,120",85,U,BKN
Dejounte Murray 2019-20,2019-20,Dejounte Murray,Dejounte Murray,"$7,157,010","$9,478,745","$2,321,735",66,U,SAS
Roy Hibbert 2011-12,2011-12,Roy Hibbert,Roy Hibbert,"$7,156,356","$9,744,946","$2,588,590",76,U,IND
Andrei Kirilenko 2002-03,2002-03,Andrei Kirilenko,Andrei Kirilenko,"$7,153,594","$8,046,994","$893,400",85,U,UTA
